name,score
GeForce 6200SE TurboCache,37
Matrox G200eR,37
Radeon X1250,37
CONNECT 3D RADEON X300,36
FireMV 2200 PCIe,36
MOBILITY RADEON 9600,36
Quadro FX 1100,36
RADEON 9500,36
Radeon Xpress 1200,36
GeForce FX 5900,35
GeForce PCX 5750,35
Intel G33/G31 Express,35
RADEON 9550,35
RADEON 9600 XT,35
GeForce FX 5700 Ultra,34
GeForce PCX 5900,34
MOBILITY FIREGL T2/T2e,34
MOBILITY RADEON X300,34
Quadro FX 1000,34
Quadro FX 1300,34
Radeon Xpress 1100,34
GeForce 6150 LE,33
GeForce 6200 LE,33
GeForce 7025 / nForce 630a,33
GeForce 7150 / nForce 630i,33
GeForce FX 5700VE,33
GeForce FX 5900ZT,33
Intel Media Accelerator,33
Mobility Radeon X1450,33
Radeon X1200,33
S3 Chrome S27 DDR3,33
GeForce 6200 A-LE,32
Matrox M9128 LP PCIe x16,32
FireGL T2-128,31
GeForce 6150SE nForce 430,31
GeForce 7050 PV / nForce 630a,31
Radeon X1270,31
All-in-Wonder X1800XL,30
MOBILITY RADEON 9550,30
Radeon Xpress 1150,30
RADEON XPRESS 200,30
Radeon 9550 / X1050,29
GeForce 6100,27
GeForce 6100 nForce 405,27
MOBILITY FireGL V5250,27
MOBILITY RADEON 9700,27
MOBILITY RADEON XPRESS 200,27
RADEON 9600 PRO Family,27
RADEON 9600SE,27
Radeon Xpress 1270,27
GeForce 7050 / nForce 610i,26
GeForce 7100 / nForce 620i,26
Matrox M9120 Plus LP PCIe x16,26
Matrox M9125 PCIe x16,26
PHDGD Sapphire GR for Mobile Intel 965,26
GeForce 6100 nForce 400,25
GeForce 6100 nForce 420,25
GeForce 6150SE,25
GeForce FX 5700LE,25
MOBILITY RADEON 9600 PRO TURBO,25
RADEON 9600 Family,25
GeForce Go 6400,24
Mobile Intel 965 Express-Chipsatzfamilie,24
Quadro NVS 210S,24
RADEON 9800 SE,24
ALL-IN-WONDER 9800,23
GeForce 6100 nForce 430,23
GeForce 7200 GS,23
Matrox M9140 LP PCIe x16,23
RADEON A9800XT,23
RADEON XPRESS 200M,23
GeForce 6150,22
Quadro NVS 210S / GeForce 6150LE,21
Matrox M9120 PCIe x16,20
PHDGD Solo 2 x64,20
GeForce Go 6150,19
QXL KMDOD,19
GeForce 7150M / nForce 630M,18
GeForce FX Go 5600,18
GeForce Go 6100,18
Mobile Intel965 Express,18
Quadro FX 2000,18
RADEON 9600 TX Family,18
RADEON XPRESS 200 CROSSFIRE,18
S3 Chrome S25 DDR2,18
GeForce FX 5600 Ultra,17
GeForce FX Go5650,17
GRID V100-8Q,16
GeForce Go 6200,15
NV44,15
Quadro FX 500/600 PCI,14
Radeon HD 2400 PCI,14
GeForce 7000M,13
GeForce 7000M / nForce 610M,13
GeForce FX 5600,13
GeForce FX Go5300,13
GeForce FX 5200 Ultra,12
GeForce FX 5200SE,12
VIA C9-HD IGP,12
FireMV 2400 PCIe,11
PHDGD Solo 1.2.0 x86,11
RGH Drivers v3,11
Master X3100 Driver,10
MOBILITY IGP 9000/9100,10
VIA Chrome9 HD IGP,10
ASUS A7000,9
GeCube RADEON 7000,9
GeForce FX 5600XT,9
Intel 82945G Express,9
Matrox Parhelia 256MB,9
ASUS V9520-X V62.11,8
GeForce FX 5100,8
GeForce FX 5200,8
GeForce FX 5500,8
GeForce FX Go 5200,8
Intel 82945G Express-Chipsatzfamilie,8
Intel Q35 Embedded,8
Mobile Intel 965 Express - BR-0907-0461 v1839,8
MOBILITY RADEON 9000 IGP,8
Quadro FX 500/FX 600,8
Quadro NVS 280 PCI,8
GeForce FX 5200LE,7
GeForce4 MX Integrated GPU,7
GeForce4 Ti 4400,7
GeForce4 Ti 4800 SE,7
Intel Media Accelerator 600,7
Intel Q33 Express,7
Intel US15 Embedded Media and Controller,7
Matrox Millennium P690 Plus LP PCIe x16,7
Quadro4 380 XGL,7
RADEON 8500 Family,7
ALL-IN-WONDER RADEON 8500DV,6
GeForce PCX 5300,6
GeForce2 Ultra,6
GeForce4 440 Go 64M,6
GeForce4 448 Go,6
GeForce4 Ti 4200,6
GeForce4 Ti 4600,6
GeForce4 Ti 4800,6
Intel 82915G Express,6
Matrox Parhelia APVe,6
Mobile Intel 945GM Express,6
MOBILITY RADEON 7000 IGP,6
MOBILITY RADEON 9000/9100 IGP,6
NVIDIA GeForce3 Ti200,6
Quadro 280 NVS PCIe,6
Quadro NVS 55/280 PCI,6
RADEON 9100 Family,6
RADEON IGP 350M,6
V9560XT,6
VIA/S3G UniChromeII,6
ALL-IN-WONDER 9000,5
ASUS AGP-V3800PRO v31.40H,5
GeForce 256,5
GeForce2 MX with DVI-D and TV-out,5
GeForce2 Ti,5
GeForce3,5
GeForce4 420 Go 32M,5
GeForce4 440,5
GeForce4 MX 4000,5
GeForce4 MX 420,5
GeForce4 MX 440,5
GeForce4 MX 440 with AGP8X,5
GeForce4 MX 440SE,5
Intel 82865G Controller,5
Intel 915G/915GV/910GL Embedded Controller Functio,5
Intel 945G Embedded Chipset Function 0,5
Matrox Millennium P650 PCIe 128,5
Mobile Intel 945GM/GU Express,5
MOBILITY FIREGL 7800,5
Quadro2 MXR/EX,5
Quadro4 900 XGL,5
Quadro4 980 XGL,5
RADEON 7500 Family,5
RADEON 9000,5
RADEON 9100 IGP,5
SAPPHIRE RADEON 9000 ATLANTIS PRO,5
VIA/S3G UniChrome Pro IGP,5
WinFast A250 LE,5
Xabre,5
XGI Volari Family v1.13.23.D_V,5
ABIT Siluro T400,4
Dell 8200,4
GeForce 6200A,4
GeForce2 Go,4
GeForce2 GTS/GeForce2 Pro,4
GeForce2 Integrated GPU,4
GeForce2 MX/MX 400,4
GeForce3 Ti 200,4
GeForce4 4200 Go,4
GeForce4 440 Go,4
GeForce4 MX 460,4
Intel 82915G/915GV/910GL,4
Intel 865 Embedded Controller,4
"Intel 915G,910G Express",4
MOBILITY RADEON 7500,4
MOBILITY/RADEON 9000,4
RADEON 7000 / RADEON VE Family,4
RADEON 9000 Family,4
RADEON 9200,4
RADEON IGP 320,4
Radeon IGP 320M,4
RIVA TNT2 Model 64/Model 64 Pro,4
VIA Chrome9 HC IGP,4
VIA Chrome9 HC IGP Family,4
VIA Chrome9 HC IGP Family WDDM,4
VIA/S3G KM400/KN400,4
VIA/S3G UniChrome IGP,4
AMIGAMERLIN 3.1-R1 For Voodoo 4 4500 PCI,3
GeForce2 MX,3
GeForce2 MX 100/200,3
GeForce2 MX with TV Out,3
GeForce3 Ti 500,3
GeForce4 420 Go,3
Intel 82845G/GL Controller,3
Intel 82845G/GL/GE/PE/GV Controller,3
Intel 82915G/GV/910GL Advanced v3.5,3
Intel 82915G/GV/910GL Express,3
Intel 946GZ Embedded Chipset,3
Intel GMA 3150 Express,3
Intel Media Accelerator 3150,3
Intel Media Accelerator 500,3
Matrox Parhelia 128MB,3
MOBILITY RADEON 9000,3
MOBILITY RADEON 9100 IGP,3
MOBILITY RADEON 9200,3
Radeon 7000 / Radeon VE,3
RADEON 7200,3
RADEON 7500,3
RADEON 9200 LE Family,3
RADEON 9200 PRO Family,3
RADEON 9200 SE,3
RADEON 9250,3
Radeon IGP 340M,3
RADEON IGP 345M,3
Rage Fury Pro/Xpert 2000 Pro,3
RIVA TNT2/TNT2 Pro,3
S3 Inc. Savage4,3
Vanta/Vanta LT,3
VIA Chrome9 HC IGP WDDM 1.1,3
VIA Chrome9 HC3 IGP,3
VIA/S3G DeltaChrome IGP,3
Dell 8100,2
Intel 82845G Controller,2
Intel 946GZ Express,2
Intel Extreme Controller,2
Mobile Intel 915GM/GMS/910GML Express,2
Mobile Intel 945 Express,2
Quadro NVS 280 SD,2
RADEON IGP 34xM,2
Radeon VE,2
S3 SuperSavage/IXC 1014,2
VIA Chrome9 HC IGP Prerelease WDDM 1.1,2
VIA Chrome9 HC IGP WDDM,2
VIA Chrome9 HCM IGP,2
VisionTek Radeon 7000,2
FireMV 2200 PCI,1
Intel 82852/82855 GM/GME Controller,1
Quadro2 Pro,1
Rage 128 Pro,1
RAGE 128 PRO AGP 4X TMDS,1
S3 ProSavageDDR,1
